Gene	HT_Pvalue	MS_Pvalue	Known_MS_gene	known_HT_gene
CCDC100	0.825	0.122		
NPY	0.825	0.199		
PLOD2	0.825	0.367		
ZBTB20	0.816	0.641	YES	
RSC1A1	0.825	0.381		
C2orf61	0.825	0.383		
RINT1	0.825	0.437		
ADCY2	0.663	0.645	YES	
USP39	0.825	0.467		
CCDC112	0.825	0.998		
CD68	0.826	0.000763		
WASF3	0.826	0.302		
RAB11A	0.826	0.309		
MUTED	0.826	0.371		
OR1N1	0.826	0.477		
TBC1D3E-1	0.826	0.513		
EXOSC1	0.826	0.524		
PGAM1	0.826	0.53		
DNAJC16	0.826	0.849		
STK17A	0.826	0.926		
SLC9A9	0.03191	0.648	YES	
TP73	0.551	0.651	YES	
CHMP5	0.827	0.117		
NUP93	0.827	0.237		
LOC647099	0.827	0.268		
ZNF609	0.827	0.284		
PRKCD	0.827	0.291		
FBXO8	0.827	0.321		
PDLIM1	0.827	0.404		
GRM6	0.827	0.515		
EED	0.827	0.552		
MTRR	0.827	0.568		
ULK4	0.827	0.589		
MYO9A	0.827	0.644		
NTNG2	0.827	0.68		
TPH2	0.827	0.746		
ZNF454	0.827	0.795		
ZNF300	0.827	0.998		
PSORS1C1	0.828	0.0000001		
INHBC	0.828	0.01534		
ANAPC4	0.828	0.1106		
EHF	0.828	0.272		
SETX	0.828	0.437		
ADARB2	0.828	0.474		
C2orf40	0.828	0.767		
ADAM9	0.828	0.887		
EPPK1	0.829	0.04869		
CCNDBP1	0.829	0.123		
ATP2B2	0.829	0.161		
VN1R5	0.829	0.204		
LYG2	0.982	0.658	YES	
RPL7	0.829	0.423		
FLJ10769	0.829	0.461		
ARGLU1	0.829	0.583		
NRBP2	0.829	0.685		
FAM173A	0.829	0.719		
KIAA0241	0.829	0.84		
PCMTD1	0.829	0.845		
RDH16	0.829	0.885		
AJAP1	0.829	0.99		
CNNM2	0.83	0.102		
FUBP3	0.83	0.152		
PDGFC	0.83	0.197		
C17orf63	0.83	0.299		
NPPC	0.83	0.572		
SLC2A8	0.83	0.665		
C20orf111	0.83	0.952		
MCHR1	0.831	0.211		
PHYHIP	0.831	0.221		
ARHGDIB	0.831	0.231		
ZNF131	0.831	0.44		
RPS26	0.831	0.644		
KIAA1712	0.831	0.657		
HTATIP2	0.831	0.721		
C20orf185	0.831	0.794		
RTN4RL2	0.831	0.844		
ATP1B3	0.831	0.864		
LOC644928	0.831	0.908		
SEC31A	0.832	0.0544		
PLEKHG3	0.832	0.222		
GPR150	0.832	0.253		
TLCD1	0.832	0.272		
GPR68	0.832	0.426		
KLC2	0.832	0.534		
PPP2R1A	0.832	0.667		
C11orf71	0.832	0.769		
IL17B	0.832	0.806		
TCTEX1D4	0.833	0.02927		
PALLD	0.799	0.666	YES	
OSTF1	0.833	0.162		
HIVEP3	0.626	0.671	YES	
LRP8	0.833	0.242		
MAT2A	0.833	0.29		
C12orf23	0.833	0.386		
SLC30A1	0.833	0.573		
ANK1	0.833	0.58		
OR2F1	0.833	0.621		
ZDHHC16	0.833	0.625		
UCHL1	0.833	0.654		
USP24	0.833	0.775		
SDR-O	0.833	0.856		
SHISA2	0.833	0.923		
SP8	0.833	0.939		
SAMD9L	0.834	0.02438		
ACTR6	0.834	0.0306		
ARNT2	0.834	0.05412		
HUS1B	0.834	0.05945		
AGBL4	0.853	0.674	YES	
ZBTB34	0.834	0.347		
ITIH4	0.834	0.837		
CSMD3	0.834	0.993		
C6orf62	0.835	0.113		
NLRP11	0.835	0.531		
TBC1D3F-1	0.835	0.546		
TBC1D9	0.835	0.56		
CASP9	0.835	0.583		
DGKI	0.835	0.655		
COL21A1	0.835	0.668		
UNC5CL	0.835	0.804		
JPH2	0.835	0.883		
GUCY2D	0.835	0.94		
AQP10	0.836	0.00584		
MARS	0.836	0.05404		
TMEM189	0.836	0.304		
RFESD	0.836	0.414		
ARSK	0.836	0.429		
PLD3	0.836	0.492		
PF4V1	0.836	0.578		
SOX17	0.836	0.827		
DSCC1	0.837	0.233		
LEFTY1	0.837	0.252		
C16orf13	0.837	0.336		
SOCS2	0.837	0.397		
OR5M8	0.837	0.405		
PML	0.837	0.416		
ECE2	0.837	0.42		
EFNA5	0.108	0.679	YES	
RAB1B	0.837	0.519		
OR4F15	0.837	0.554		
TNNT2	0.837	0.88		
C14orf159	0.838	0.04217		
MIA2	0.838	0.152		
SPAG17	0.19	0.684	YES	
DYNLRB2	0.708	0.687	YES	
LTBP4	0.838	0.766		
UBLCP1	0.839	0.000003		
EPAS1	0.839	0.03047		
FASTKD2	0.839	0.08435		
CMKLR1	0.839	0.124		
ERC2	0.27	0.689	YES	
ZNF429	0.839	0.176		
NEK11	0.839	0.3		
PUS7	0.839	0.47		
TCERG1	0.839	0.539		
ABCF3	0.839	0.67		
SNF1LK	0.839	0.744		
CDK7	0.839	0.858		
HPS1	0.839	0.897		
C10orf78	0.839	0.992		
TOM1L2	0.84	0.03056		
DUSP12	0.84	0.149		
OR8G2	0.84	0.195		
OR5M3	0.84	0.338		
ZNF808	0.84	0.451		
UGT2B4	0.84	0.595		
ATP6V0D2	0.84	0.779		
FXR1	0.84	0.837		
ALOX12B	0.84	0.903		
ZNF709	0.84	0.93		
SCAMP2	0.841	0.04188		
CDKN1C	0.841	0.05466		
ANKRD28	0.841	0.08407		
GJC3	0.841	0.158		
SLMO2	0.841	0.243		
RPL23A	0.841	0.279		
SPTLC1	0.841	0.288		
GADL1	0.841	0.431		
TCF12	0.841	0.657		
LYRM5	0.841	0.735		
BZRPL1	0.841	0.737		
TBRG4	0.841	0.821		
ITIH1	0.841	0.886		
BPIL1	0.841	0.959		
PARK2	0.841	0.995		
INHBE	0.842	0.01399		
RPS8	0.842	0.03068		
NUDCD1	0.842	0.186		
KRT27	0.842	0.335		
OR5M9	0.842	0.358		
KIFAP3	0.842	0.574		
CRNN	0.842	0.645		
FBXL16	0.842	0.673		
IL4I1	0.842	0.725		
FGFR2	0.842	0.866		
CDCA3	0.842	0.892		
CHORDC1	0.842	0.897		
ZNF799	0.842	0.917		
MEGF6	0.733	0.695	YES	
AKAP12	0.843	0.151		
KIF16B	0.843	0.209		
RAMP1	0.843	0.233		
NPAS3	0.843	0.251		
PRSS2	0.843	0.283		
RNF181	0.843	0.363		
DOPEY2	0.843	0.427		
AMPD1	0.843	0.549		
DLGAP2	0.843	0.559		
N4BP2L1	0.843	0.566		
ARL2BP	0.843	0.619		
TSPYL6	0.843	0.628		
LOC728937	0.843	0.669		
WFDC10A	0.843	0.704		
ALOX15B	0.843	0.851		
HTR3E	0.843	0.974		
ANKRD6	0.844	0.01984		
SREBF1	0.844	0.04185		
LOC149643	0.844	0.172		
C3orf55	0.867	0.703	YES	
COL22A1	0.844	0.306		
CPNE4	0.451	0.705	YES	
SAMD9	0.845	0.02444		
ARHGAP9	0.845	0.03709		
YSK4	0.845	0.324		
FAM3D	0.542	0.706	YES	
SAMD8	0.845	0.473		
RNF169	0.845	0.52		
ZNF578	0.845	0.56		
TRPC6	0.845	0.6		
B3GNT8	0.845	0.665		
PUF60	0.845	0.707		
ZNF442	0.845	0.792		
LEMD1	0.845	0.846		
NMUR1	0.845	0.849		
MDH1B	0.846	0.07815		
CTNNA2	0.01131	0.708	YES	
CCNT2	0.846	0.145		
TBXAS1	0.846	0.282		
ATF1	0.846	0.289		
OR8D1	0.846	0.359		
CASS4	0.846	0.381		
SYCP1	0.846	0.481		
AGL	0.846	0.603		
WDR67	0.846	0.832		
EMID2	0.846	0.85		
LAD1	0.846	0.852		
ITGA9	0.133	0.708	YES	
ULK3	0.847	0.00632		
SNAI1	0.847	0.00808		
KIF2C	0.847	0.04409		
NEK8	0.847	0.271		
GRM7	0.298	0.709	YES	
C11orf45	0.847	0.362		
PBK	0.847	0.38		
TMEM150	0.847	0.401		
STXBP2	0.847	0.542		
NLRP9	0.847	0.547		
POLE4	0.847	0.591		
SLC6A3	0.847	0.618		
TMEM110	0.847	0.74		
MUSTN1	0.847	0.804		
CASP14	0.847	0.891		
ALPP	0.847	0.901		
C8orf32	0.847	0.979		
MPDU1	0.848	0.00115		
C11orf41	0.848	0.02358		
KNTC1	0.848	0.08556		
SMAP2	0.848	0.184		
CAMK2D	0.872	0.717	YES	
WDR90	0.848	0.284		
FLVCR1	0.848	0.325		
CPEB3	0.848	0.341		
CALM2	0.848	0.407		
FGF9	0.848	0.47		
DUSP26	0.848	0.494		
KIAA1219	0.848	0.528		
SGMS1	0.848	0.724		
METRN	0.848	0.772		
EDN2	0.848	0.805		
CPEB2	0.848	0.925		
ELTD1	0.848	0.973		
TCF19	0.849	0.0000001		
BTBD6	0.849	0.00178		
DENND2D	0.849	0.07857		
THEM2	0.849	0.134		
OTX2	0.849	0.274		
KRT26	0.849	0.335		
NAPRT1	0.849	0.411		
VAMP8	0.849	0.433		
CUL7	0.849	0.726		
C11orf54	0.849	0.764		
DENND2C	0.849	0.793		
FBN2	0.849	0.799		
GOLGA6	0.849	0.896		
PSORS1C2	0.85	0.0000001		
SENP3	0.85	0.001152		
KCNK1	0.85	0.02452		
TLE1	0.85	0.05008		
PATE-DJ	0.85	0.06783		
IL17REL	0.85	0.07838		
FAR2	0.85	0.239		
RAB40C	0.85	0.309		
P53AIP1	0.85	0.361		
SEL1L	0.85	0.48		
MGST1	0.85	0.494		
TBC1D3-1	0.85	0.512		
SMTNL1	0.85	0.636		
APOBEC2	0.85	0.675		
SCRIB	0.85	0.703		
WDR24	0.85	0.709		
NPAL2	0.85	0.777		
COL11A2	0.851	0.0000001		
FXR2	0.851	0.00144		
FYCO1	0.851	0.02797		
SCIN	0.851	0.09224		
LOC399947	0.851	0.15		
GLRX	0.851	0.213		
GARNL1	0.851	0.227		
PCBP1	0.851	0.315		
FLJ20323	0.851	0.337		
PHLPP	0.851	0.419		
COL14A1	0.851	0.62		
KLF4	0.851	0.825		
MMP11	0.851	0.886		
FEZ2	0.851	0.922		
ICHTHYIN	0.851	0.93		
TNP1	0.851	0.975		
TNFSF12	0.852	0.00161		
MAP2K2	0.852	0.00825		
CSF2	0.852	0.01117		
IL3	0.852	0.01816		
C7orf11	0.852	0.112		
FRMD4B	0.246	0.721	YES	
ADAMTS20	0.852	0.372		
ULBP1	0.852	0.394		
PITPNC1	0.852	0.552		
KIAA0746	0.852	0.56		
DGKB	0.852	0.607		
UBE2L6	0.852	0.663		
UXS1	0.852	0.669		
HAP1	0.852	0.81		
CCDC125	0.852	0.813		
ALG3	0.852	0.9		
COX5A	0.853	0.001072		
MPI	0.853	0.001767		
DLX2	0.853	0.08237		
ERGIC2	0.853	0.353		
XRN1	0.853	0.355		
TP63	0.314	0.728	YES	
STXBP5L	0.51	0.728	YES	
STK24	0.853	0.752		
MRPS36	0.853	0.786		
GTF2E1	0.853	0.801		
EIF4A1	0.854	0.000897		
PRLR	0.282	0.733	YES	
PAQR6	0.854	0.212		
PITPNM3	0.854	0.233		
NPFFR1	0.854	0.264		
SMG5	0.854	0.326		
TRIM32	0.854	0.403		
PPP3CC	0.854	0.431		
MCM3	0.854	0.46		
FAM55D	0.854	0.588		
PIF1	0.854	0.637		
EPHB6	0.854	0.741		
SLC5A9	0.854	0.877		
RPH3A	0.854	0.942		
TNFSF13	0.855	0.001107		
TNFSF12-TNFSF13	0.855	0.00184		
BEST4	0.855	0.02927		
CADM1	0.855	0.03117		
GDA	0.855	0.122		
BGLAP	0.855	0.153		
FAM26E	0.855	0.157		
OR5K4	0.855	0.25		
ISCU	0.855	0.289		
MFSD4	0.785	0.739	YES	
ABHD5	0.855	0.439		
HRB	0.855	0.582		
BUB1B	0.855	0.63		
C22orf15	0.855	0.848		
SCYL3	0.855	0.892		
KIFC1	0.856	0.000155		
SOX15	0.856	0.001043		
GLI1	0.856	0.01447		
TMEM117	0.856	0.193		
GGCX	0.856	0.308		
C16orf14	0.856	0.314		
RAET1G	0.856	0.33		
PARVB	0.856	0.345		
OR8D2	0.856	0.366		
EPN1	0.856	0.449		
NFKBIA	0.856	0.456		
TXNDC5	0.856	0.507		
OSBPL11	0.856	0.518		
SIRPA	0.856	0.721		
KCNE1	0.856	0.723		
KRTAP21-2	0.857	0.159		
TRPC1	0.857	0.183		
RETN	0.857	0.236		
ATP7B	0.857	0.279		
WFIKKN1	0.857	0.341		
ANKRD50	0.857	0.363		
C6orf153	0.857	0.462		
CCNC	0.857	0.481		
PNOC	0.857	0.627		
EPB41L2	0.857	0.662		
DDOST	0.857	0.833		
TAL1	0.857	0.878		
ITIH3	0.857	0.879		
ZNF498	0.858	0.306		
RPS6KC1	0.858	0.327		
FLJ22374	0.858	0.411		
PRR12	0.858	0.489		
EIF4H	0.858	0.618		
SLITRK5	0.858	0.756		
ACTN2	0.605	0.742	YES	
COL29A1	0.859	0.0984		
CCDC99	0.859	0.241		
OR6B1	0.859	0.311		
AURKA	0.859	0.4		
TBC1D4	0.859	0.441		
ZFP28	0.859	0.579		
MYO16	0.859	0.883		
ZNF443	0.859	0.898		
PCOLCE2	0.86	0.114		
GRAMD4	0.86	0.261		
CHRDL2	0.86	0.307		
IMMP2L	0.86	0.319		
HHLA2	0.86	0.405		
PHF17	0.86	0.671		
PODXL	0.86	0.826		
ZFP2	0.86	0.836		
GAS1	0.86	0.836		
TEX2	0.861	0.00416		
BZRAP1	0.861	0.00758		
BCL2L12	0.861	0.03392		
CXCR6	0.861	0.03576		
PRKCZ	0.861	0.211		
FAM26D	0.861	0.239		
KIRREL3	0.861	0.245		
CCDC105	0.861	0.351		
C15orf56	0.861	0.381		
ANKRD44	0.09134	0.744	YES	
KIT	0.105	0.746	YES	
CSMD2	0.861	0.655		
C6orf130	0.861	0.661		
ABCG2	0.861	0.67		
C8orf44	0.861	0.77		
WFDC9	0.861	0.822		
BPIL3	0.861	0.826		
WFDC11	0.861	0.829		
MMRN2	0.861	0.841		
SLC25A4	0.861	0.919		
NTRK1	0.861	0.951		
PATE	0.862	0.05165		
PTPRR	0.862	0.0646		
AP1S3	0.862	0.213		
EDARADD	0.24	0.747	YES	
DYNLT1	0.862	0.245		
MIER3	0.862	0.325		
ASCC3	0.862	0.577		
LIPJ	0.862	0.608		
DOCK1	0.862	0.909		
TM2D2	0.862	0.915		
SMARCB1	0.862	0.928		
SUPT4H1	0.863	0.03736		
SEMA6B	0.863	0.08469		
MDH1	0.863	0.253		
SIGLEC6	0.863	0.267		
SIKE	0.863	0.323		
KRT28	0.863	0.405		
ALS2CR12	0.863	0.495		
DBNDD1	0.863	0.503		
MS4A2	0.863	0.774		
CCAR1	0.863	0.803		
CHCHD10	0.863	0.882		
C16orf68	0.863	0.889		
PLK3	0.864	0.02936		
AKAP13	0.864	0.08105		
ODC1	0.864	0.609		
SDF4	0.742	0.747	YES	
WDR65	0.864	0.712		
DNAJC13	0.864	0.778		
OAS1	0.864	0.84		
HLA-DQA2	0.865	0.0000001		
METT10D	0.865	0.04289		
DLX1	0.865	0.05266		
C8orf73	0.865	0.398		
ACPP	0.865	0.4		
USP45	0.865	0.483		
FAM27L	0.865	0.532		
PPAPDC3	0.865	0.541		
HHIPL1	0.865	0.811		
UFC1	0.865	0.83		
CENPB	0.865	0.94		
KIAA1881	0.866	0.00721		
TMEM119	0.866	0.29		
NOSTRIN	0.866	0.313		
MCC	0.798	0.747	YES	
FILIP1	0.866	0.462		
RPS6KA2	0.866	0.913		
CCHCR1	0.867	0.0000001		
MGLL	0.99	0.75	YES	
SLC39A6	0.867	0.235		
GM2A	0.867	0.295		
TRAPPC5	0.867	0.298		
ADAMTSL3	0.867	0.381		
CDK2	0.867	0.417		
PPP1R7	0.867	0.524		
RNF17	0.867	0.594		
ST6GALNAC5	0.878	0.751	YES	
LOC440585	0.867	0.799		
CAMK2N2	0.867	0.83		
C2orf29	0.867	0.935		
SPEF1	0.867	0.95		
AGTPBP1	0.868	0.03395		
NR2C2AP	0.868	0.04722		
RNF43	0.868	0.0602		
C11orf38	0.868	0.06835		
DPP6	0.868	0.07254		
DTX4	0.868	0.11171		
GPR180	0.868	0.178		
APH1A	0.868	0.265		
HAVCR2	0.868	0.354		
CHML	0.868	0.423		
DDX59	0.868	0.746		
RABL3	0.868	0.801		
EIF2B5	0.868	0.846		
KIAA0999	0.869	0.06374		
SMOC2	0.869	0.184		
ZDHHC22	0.869	0.261		
COL28A1	0.869	0.341		
AP2M1	0.869	0.766		
VCPIP1	0.869	0.779		
C12orf40	0.87	0.04446		
LANCL2	0.87	0.19		
MKL2	0.87	0.375		
ANKRD13B	0.87	0.42		
ZNF470	0.87	0.589		
C10orf63	0.87	0.724		
DST	0.87	0.735		
EBNA1BP2	0.87	0.809		
BMPR1A	0.87	0.845		
AP4E1	0.87	0.872		
FOXD3	0.87	0.986		
BRF1	0.871	0.00133		
LSDP5	0.871	0.01196		
PTPRA	0.871	0.151		
ZCCHC7	0.871	0.406		
C14orf133	0.871	0.42		
ICOSLG	0.871	0.512		
KIAA0513	0.871	0.745		
JOSD3	0.871	0.772		
METTL2B	0.871	0.947		
ATG4C	0.871	0.993		
MAP1D	0.872	0.00397		
GALNTL1	0.872	0.285		
DLGAP1	0.872	0.353		
G6PC2	0.872	0.361		
IL1R1	0.872	0.41		
C11orf30	0.872	0.468		
SGTB	0.872	0.546		
SENP8	0.872	0.645		
FRMD6	0.065	0.757	YES	
PAM	0.872	0.789		
MBOAT1	0.872	0.866		
INSRR	0.872	0.916		
OXER1	0.872	0.944		
LOC199800	0.873	0.03281		
RSU1	0.873	0.06283		
TTLL8	0.873	0.125		
BTRC	0.873	0.542		
SSBP3	0.873	0.67		
ZNF496	0.873	0.673		
CPNE2	0.874	0.03252		
SPC25	0.874	0.317		
C12orf61	0.874	0.333		
GIT1	0.874	0.418		
LATS1	0.874	0.474		
WAPAL	0.874	0.529		
DAAM2	0.874	0.615		
LACTB2	0.874	0.645		
NETO1	0.874	0.689		
GAST	0.874	0.738		
NOS1	0.874	0.945		
DTNBP1	0.875	0.219		
GRID2	0.278	0.76	YES	
SART3	0.875	0.323		
NCAN	0.875	0.38		
FAM12B	0.875	0.405		
CSTF1	0.875	0.408		
MUC13	0.875	0.64		
TMCO7	0.875	0.682		
SELI	0.875	0.715		
KTN1	0.875	0.716		
EEF1A1	0.875	0.814		
NOL4	0.875	0.855		
GBF1	0.875	0.876		
LMF2	0.876	0.000002		
KCTD4	0.876	0.193		
EN1	0.876	0.485		
CARS2	0.876	0.563		
TINP1	0.876	0.592		
USP21	0.876	0.675		
PBRM1	0.876	0.777		
TPD52L3	0.876	0.839		
HNRNPM	0.877	0.00132		
CPNE8	0.877	0.01948		
HOXC8	0.877	0.106		
TBC1D22A	0.877	0.106		
DMPK	0.877	0.109		
HOXC10	0.877	0.227		
SEC14L5	0.877	0.295		
KCTD15	0.877	0.318		
MGC45438	0.877	0.445		
KRAS	0.877	0.675		
SH3GL2	0.877	0.756		
OR52M1	0.877	0.82		
SLC14A2	0.877	0.86		
ALDH8A1	0.878	0.02851		
RFXANK	0.878	0.0483		
FSD1L	0.878	0.255		
MON2	0.878	0.524		
STX12	0.878	0.605		
EIF1	0.878	0.63		
C9orf150	0.878	0.738		
PXDN	0.581	0.761	YES	
LRRC28	0.878	0.778		
DMKN	0.878	0.897		
RFC2	0.879	0.02116		
NT5C2	0.879	0.121		
GPR113	0.879	0.272		
RRAS	0.879	0.32		
LTF	0.879	0.334		
LRGUK	0.879	0.343		
NKX3-1	0.879	0.556		
MRE11A	0.879	0.628		
ASAH1	0.879	0.822		
USP5	0.879	0.832		
ANKRD49	0.879	0.855		
HIG2	0.879	0.941		
HLA-DPB1	0.88	0.0000001		
LRP2	0.968	0.763	YES	
SCAF1	0.88	0.032		
CORO6	0.88	0.34		
C15orf54	0.88	0.431		
LRBA	0.312	0.764	YES	
JPH4	0.88	0.747		
RALBP1	0.88	0.747		
SGK3	0.88	0.774		
IQCG	0.88	0.922		
PLEKHM3	0.502	0.764	YES	
GPR87	0.881	0.06103		
HOXC4	0.881	0.07292		
SPON1	0.881	0.317		
ANP32E	0.881	0.557		
RAB3B	0.881	0.608		
KIAA0888	0.881	0.655		
RELB	0.881	0.772		
GP2	0.881	0.84		
TRIM3	0.881	0.855		
GSTZ1	0.881	0.923		
NACA2	0.882	0.07087		
PDE3B	0.882	0.16		
VAMP5	0.882	0.405		
FAM12A	0.882	0.484		
PSMD11	0.882	0.514		
TBC1D15	0.882	0.649		
C11orf40	0.882	0.804		
IKBKB	0.882	0.954		
SPAST	0.882	0.966		
FBXO2	0.882	0.98		
IKZF2	0.883	0.00993		
LRG1	0.883	0.03177		
C7orf20	0.883	0.192		
SCML4	0.883	0.21		
RNASE12	0.883	0.387		
CDK5R1	0.883	0.455		
KLK10	0.883	0.473		
KIAA0329	0.883	0.506		
GLP1R	0.883	0.589		
STAB2	0.883	0.627		
PHF19	0.883	0.647		
SLMO1	0.883	0.805		
ANKRD46	0.883	0.877		
C20orf27	0.883	0.934		
FBXO44	0.883	0.986		
PRMT1	0.884	0.03359		
ZNF766	0.884	0.134		
CPLX1	0.884	0.136		
FZD8	0.884	0.136		
PPBP	0.884	0.186		
GNRH2	0.884	0.225		
APOL2	0.884	0.35		
SYT17	0.884	0.405		
RNASE9	0.884	0.522		
NAALADL2	0.82	0.765	YES	
FAM55A	0.884	0.614		
MAMDC2	0.884	0.653		
CNOT6L	0.884	0.718		
LOC116236	0.884	0.767		
OR52I2	0.884	0.813		
THTPA	0.884	0.813		
C2orf50	0.885	0.0352		
MPEG1	0.885	0.09871		
MRPS26	0.885	0.218		
C19orf59	0.885	0.235		
KLK9	0.885	0.285		
RNASE11	0.885	0.375		
PSMD5	0.885	0.646		
C11orf47	0.885	0.752		
AGXT2L1	0.885	0.793		
SLC22A2	0.885	0.807		
UGCG	0.885	0.818		
UMOD	0.885	0.838		YES
GATA4	0.885	0.871		
KRTDAP	0.885	0.876		
SLC44A4	0.886	0.0000001		
IDUA	0.886	0.00703		
ABCA9	0.886	0.02799		
DMWD	0.886	0.13		
KRTAP21-1	0.886	0.141		
CA14	0.886	0.312		
NEK5	0.886	0.396		
C2orf30	0.886	0.629		
MYLIP	0.886	0.669		
C16orf42	0.886	0.705		
RNF4	0.886	0.753		
SLC35F3	0.571	0.766	YES	
FAM65B	0.886	0.863		
C9orf123	0.886	0.974		
ZNF414	0.887	0.00094		
PRAM1	0.887	0.001045		
OSGIN1	0.887	0.06718		
HOXC6	0.887	0.07305		
SCARB1	0.887	0.12		
PPP1R3A	0.887	0.295		
OPN3	0.887	0.501		
CA3	0.887	0.582		
GRAMD2	0.887	0.765		
ACTBL2	0.887	0.77		
KCNS3	0.887	0.775		
TNIK	0.886	0.772	YES	
C1orf9	0.277	0.779	YES	
CPT1C	0.888	0.04265		
CSNK1E	0.888	0.162		
HNRNPA3	0.888	0.211		
CAMK1D	0.888	0.235		
ARID4A	0.888	0.29		
ESM1	0.888	0.325		
RAB5B	0.888	0.427		
SF4	0.888	0.473		
GDF6	0.888	0.576		
SLAMF1	0.889	0.008		
GABPB2	0.889	0.02438		
PQLC3	0.889	0.03503		
CTGLF4	0.889	0.04301		
XKR4	0.889	0.04479		
LAG3	0.889	0.154		
GTF2F2	0.889	0.241		
ANGPT1	0.889	0.384		
PKD1L2	0.889	0.569		
PINK1	0.889	0.864		
ESR2	0.889	0.981		
UNC84A	0.89	0.206		
OR2Y1	0.89	0.223		
TMCC1	0.89	0.269		
UNQ9438	0.89	0.436		
LST-3TM12	0.89	0.471		
KLK12	0.89	0.497		
TNNT3	0.89	0.54		
LRRC2	0.89	0.549		
SLC5A4	0.89	0.575		
C18orf25	0.89	0.705		
OPCML	0.89	0.711		
AOAH	0.89	0.772		
MYO1H	0.89	0.792		
NCAPH2	0.891	0.000018		
REL	0.891	0.00032		
HDC	0.891	0.0123		
MSMB	0.891	0.04629		
P2RY14	0.891	0.0745		
REG1B	0.891	0.186		
H1FNT	0.891	0.215		
SIPA1L1	0.891	0.392		
LSM14B	0.891	0.605		
VPS24	0.891	0.644		
SMAD1	0.891	0.685		
POLG	0.891	0.808		
MFSD9	0.892	0.419		
GSDMDC1	0.892	0.429		
SUOX	0.892	0.456		
KIF4B	0.892	0.664		
KCNA6	0.892	0.736		
PLSCR5	0.892	0.747		
ARFIP2	0.892	0.768		
RPL35A	0.892	0.912		
MAD2L2	0.892	0.992		
SAV1	0.893	0.01427		
JUP	0.893	0.03063		
IRF3	0.893	0.03362		
HOXC5	0.893	0.07388		
OLA1	0.893	0.09159		
C4orf37	0.653	0.783	YES	
JMJD1A	0.893	0.706		
SCUBE1	0.893	0.879		
CDC25B	0.893	0.941		
CYP1B1	0.894	0.0417		
NCOA4	0.894	0.05184		
MOGAT3	0.894	0.169		
ATF6	0.894	0.174		
HOXC9	0.894	0.234		
HADHB	0.894	0.245		
SLC37A1	0.894	0.496		
ZNF582	0.894	0.535		
RTN4	0.894	0.548		
FAM13B1	0.895	0.23		
KLK8	0.895	0.271		
ADIPOQ	0.895	0.287		
TMEM38B	0.895	0.355		
LAT2	0.895	0.4		
PTGER4	0.237	0.79	YES	
MOCS1	0.895	0.535		
AADACL2	0.895	0.574		
C18orf19	0.895	0.592		
AP1G2	0.895	0.77		
GPR26	0.895	0.861		
BAI2	0.128	0.805	YES	
TTR	0.895	0.961		
ARMETL1	0.896	0.161		
WDR79	0.896	0.165		
ERP27	0.896	0.218		
PSMA7	0.896	0.544		
STX16	0.896	0.694		
SLC34A1	0.897	0.000013		
TBC1D24	0.897	0.151		
HOXC11	0.897	0.203		
GPX7	0.897	0.316		
SILV	0.897	0.378		
NUP43	0.897	0.381		
MAPK14	0.897	0.594		
IFT88	0.897	0.645		
SYNCRIP	0.897	0.707		
IMPDH1	0.897	0.763		
ENPP2	0.897	0.986		
CCT6B	0.897	0.989		
FAM98A	0.898	0.114		YES
EFNB3	0.898	0.13		
RSHL1	0.898	0.137		
SNX29	0.898	0.259		
CXCL5	0.898	0.277		
RRP12	0.898	0.295		
TAF2	0.898	0.309		
TEX101	0.898	0.487		
ATG5	0.898	0.56		
TUBGCP3	0.898	0.673		
KPNA4	0.898	0.683		
FXC1	0.898	0.727		
SLC1A3	0.898	0.948		
ENPP1	0.899	0.171		
DNAH2	0.899	0.304		
PTPLB	0.899	0.331		
CLCNKA	0.899	0.473		
RTP3	0.899	0.485		
ULBP2	0.899	0.497		
FXYD5	0.899	0.523		
ALLC	0.899	0.527		
MXRA7	0.899	0.619		
CCT8	0.899	0.687		
RIC3	0.899	0.738		
TTL	0.899	0.974		
KCNN2	0.269	0.808	YES	
CREG2	0.262	0.812	YES	
ISG20	0.9	0.005397		
RAD50	0.9	0.0191		
ZNF396	0.9	0.227		
S100A7	0.9	0.236		
ST8SIA4	0.9	0.256		
PAK7	0.9	0.314		
C15orf32	0.9	0.321		
ASB15	0.9	0.417		
SH2D4B	0.9	0.457		
SS18L1	0.9	0.654		
TP53I13	0.9	0.713		
LIFR	0.9	0.935		
FBXO6	0.9	0.986		
ATPAF1	0.9	0.99		
OSTN	0.513	0.813	YES	
SLC26A1	0.901	0.005772		
SEZ6	0.901	0.02481		
HIST1H2AI	0.901	0.03581		
ENO1	0.901	0.118		
RNASE6	0.901	0.397		
TM6SF2	0.901	0.695		
C1orf64	0.901	0.729		
BCKDHA	0.901	0.735		
CDH7	0.901	0.76		
TAOK1	0.901	0.877		
TP53	0.902	0.138		
RORA	0.902	0.167		
COX7B2	0.902	0.208		
NFIX	0.902	0.235		
DSCAML1	0.902	0.487		
CCBP2	0.902	0.607		
PTGER2	0.902	0.682		
USP10	0.902	0.897		
SLC38A11	0.902	0.993		
SAT2	0.903	0.00571		
OR8B2	0.903	0.0145		
OR8B3	0.903	0.01736		
RAB4B	0.903	0.05832		
NDUFB8	0.903	0.187		
RALY	0.903	0.372		
MGP	0.903	0.503		
